E3,22/04/2017,Wycombe,Doncaster,2,1,H,2,1,H,G Horwood,7,14,2,4,16,14,3,5,2,3,0,0,3.2,3.4,2.38,3,3.25,2.35,2.95,3.05,2.25,3,3.25,2.38,3.14,3.37,2.44,3.1,3.1,2.4,3.1,3.4,2.4,43,3.2,3.04,3.4,3.17,2.44,2.35,43,2.25,2.15,1.77,1.67,20,0.25,1.86,1.82,2.09,2.03,3.1,3.71,2.31
E3,29/04/2017,Accrington,Luton,1,4,A,1,1,D,C Sarginson,17,16,7,6,8,12,11,3,0,0,0,0,2.6,3.4,2.6,2.5,3.3,2.75,2.55,3.15,2.5,2.55,3.5,2.6,2.7,3.41,2.77,2.62,3.25,2.7,2.63,3.4,2.63,42,2.7,2.6,3.41,3.25,2.77,2.63,38,2.1,1.99,1.87,1.76,16,0,1.97,1.92,1.98,1.93,2.26,3.7,3.2
E3,29/04/2017,Barnet,Grimsby,3,1,H,2,0,H,S Stockbridge,14,7,4,3,9,11,3,6,0,3,0,0,2.05,3.5,3.4,2.1,3.5,3.2,2.05,3.2,3.3,2.15,3.5,3.3,2.08,3.62,3.63,2.15,3.3,3.4,2.1,3.5,3.5,42,2.2,2.09,3.62,3.38,3.63,3.37,41,2.01,1.93,1.91,1.83,20,-0.25,1.88,1.83,2.08,2.02,2.02,3.68,3.86
E3,29/04/2017,Cambridge,Crawley Town,2,0,H,1,0,H,B Huxtable,11,7,4,1,14,16,7,3,2,3,0,1,1.5,4,7.5,1.5,3.9,6.75,1.45,3.9,5.75,1.5,3.9,7,1.54,4.56,6.39,1.55,4,6,1.53,4.33,6.25,42,1.56,1.51,4.56,4.06,7.5,6.16,38,1.91,1.81,2.05,1.94,20,-1,1.96,1.88,2.02,1.95,1.62,4.37,5.61
E3,29/04/2017,Carlisle,Newport County,2,1,H,0,1,A,D Webb,16,10,11,2,8,9,16,5,0,1,0,0,2.1,3.4,3.4,2.2,3.2,3.25,2.1,3.25,3.1,2.15,3.4,3.3,2.16,3.63,3.49,2.2,3.5,3.1,2.05,3.5,3.2,42,2.25,2.14,3.63,3.37,3.49,3.22,38,1.91,1.82,2.01,1.94,18,-0.25,1.96,1.86,2.03,1.97,2.15,3.74,3.42
E3,29/04/2017,Doncaster,Exeter,1,3,A,1,1,D,C Breakspear,9,7,5,5,16,13,7,2,4,0,0,0,1.91,3.6,3.8,1.91,3.4,3.9,1.9,3.3,3.6,1.95,3.7,3.9,1.98,3.76,3.97,1.95,3.5,3.8,2,3.6,3.7,42,2,1.94,3.76,3.48,4,3.71,41,1.84,1.77,2.07,1.99,20,-0.5,2.02,1.95,1.95,1.89,1.85,4.09,4.18
E3,29/04/2017,Leyton Orient,Colchester,1,3,A,0,1,A,C Boyeson,6,18,2,8,9,5,1,8,3,1,0,0,7,4,1.5,6,4,1.53,5.25,3.95,1.5,5.5,4.33,1.53,6.13,4.6,1.55,6,4,1.55,5.5,4.3,1.57,41,7,5.73,4.6,4.13,1.6,1.53,37,1.68,1.62,2.35,2.21,19,1,1.97,1.92,1.97,1.91,8.35,5.3,1.4
E3,29/04/2017,Mansfield,Portsmouth,0,1,A,0,0,D,L Swabey,14,6,5,3,7,12,2,1,4,5,0,0,2.7,3.4,2.5,2.6,3.4,2.55,2.65,3.15,2.45,2.7,3.4,2.6,2.93,3.35,2.59,2.7,3.2,2.62,2.8,3.4,2.55,42,2.93,2.73,3.4,3.23,2.65,2.53,37,2.17,2.07,1.76,1.71,16,0,2.06,2.01,1.87,1.84,3.1,3.48,2.41
E3,29/04/2017,Morecambe,Wycombe,1,1,D,0,0,D,D Drysdale,10,12,5,3,10,12,5,5,2,2,0,0,5,3.8,1.67,5,3.75,1.65,4.2,3.6,1.7,4.4,3.7,1.8,4.88,4.25,1.71,4.5,3.75,1.75,4.5,3.9,1.75,42,5,4.51,4.25,3.77,1.76,1.71,41,1.83,1.74,2.17,2.04,20,0.5,2.26,2.16,1.77,1.72,5.29,4.26,1.66
E3,29/04/2017,Notts County,Blackpool,1,0,H,1,0,H,D Whitestone,14,13,9,2,10,12,1,5,1,0,0,0,3.4,3.4,2.1,3.4,3.3,2.1,3.3,3.3,2,3.3,3.5,2.15,3.57,3.72,2.1,3.25,3.5,2.15,3.5,3.5,2.1,42,3.6,3.39,3.72,3.42,2.15,2.06,38,1.85,1.79,2.08,1.96,20,0.25,2.11,2.05,1.86,1.8,3.61,3.68,2.1
E3,29/04/2017,Plymouth,Crewe,2,1,H,0,1,A,T Kettle,8,9,3,3,13,4,4,9,1,1,0,0,1.75,3.5,4.75,1.75,3.6,4.6,1.75,3.5,4.1,1.83,3.5,4.2,1.82,3.9,4.58,1.7,3.8,4.8,1.83,3.75,4.2,42,1.83,1.77,3.9,3.65,4.8,4.33,41,1.85,1.77,2.11,1.99,20,-0.75,2.09,2.02,1.88,1.82,1.65,4.7,4.89
E3,29/04/2017,Yeovil,Stevenage,1,1,D,1,0,H,G Horwood,8,11,4,7,7,10,6,6,0,0,0,0,2.88,3.4,2.38,2.85,3.4,2.35,2.8,3.1,2.35,2.87,3.5,2.45,3.08,3.5,2.41,2.88,3.2,2.5,2.9,3.4,2.45,42,3.08,2.88,3.5,3.29,2.5,2.38,37,2.04,1.95,1.87,1.8,14,0,2.2,2.14,1.79,1.75,3.06,3.64,2.36
E3,06/05/2017,Blackpool,Leyton Orient,3,1,H,2,0,H,D Webb,23,6,8,3,6,8,2,2,0,0,0,0,1.2,7.5,17,1.19,6.5,13.5,1.18,6,11.75,1.15,7.5,12,1.21,7.12,16.33,1.2,6.5,13,1.2,7.5,15,40,1.22,1.19,7.5,6.61,17,13.58,36,1.53,1.48,2.63,2.53,15,-1.75,1.83,1.77,2.17,2.09,1.21,7.85,13.6
E3,06/05/2017,Colchester,Yeovil,2,0,H,1,0,H,R Jones,14,6,4,2,8,10,4,5,1,1,0,0,1.67,4.2,5.25,1.62,4,5,1.6,3.85,4.6,1.7,4.2,4.6,1.64,4.36,5.37,1.67,4,4.8,1.67,4.2,5,41,1.7,1.62,4.36,3.99,5.5,4.95,40,1.71,1.62,2.35,2.22,17,-0.75,1.84,1.79,2.11,2.05,1.57,4.46,6.1
E3,06/05/2017,Crawley Town,Mansfield,2,2,D,1,2,A,C Boyeson,10,10,4,4,18,14,7,11,3,2,0,0,4.33,3.6,1.95,4,3.6,1.83,3.8,3.3,1.85,4.33,3.5,1.85,4.36,3.61,1.93,4.2,3.3,1.91,4.1,3.6,1.95,41,4.36,3.97,3.65,3.43,1.95,1.89,36,2.08,2.01,1.83,1.75,18,0.5,1.99,1.94,1.96,1.91,5.31,3.82,1.74
E3,06/05/2017,Crewe,Barnet,4,1,H,2,0,H,J Brooks,18,13,8,4,6,9,6,7,0,0,0,0,2.6,3.5,2.8,2.4,3.5,2.7,2.4,3.2,2.6,2.55,3.3,2.65,2.66,3.55,2.72,2.5,3.3,2.8,2.63,3.5,2.7,41,2.66,2.5,3.55,3.35,2.8,2.68,40,1.85,1.78,2.08,1.99,15,0,1.94,1.88,2.06,1.98,2.76,3.99,2.43
E3,06/05/2017,Exeter,Carlisle,2,3,A,2,1,H,S Martin,9,20,3,5,7,12,6,15,0,1,0,0,2.75,3.5,2.65,2.55,3.4,2.6,2.55,3.25,2.45,2.65,3.4,2.55,2.56,3.72,2.72,2.62,3.6,2.5,2.63,3.5,2.63,42,2.75,2.57,3.72,3.4,2.72,2.57,41,1.83,1.73,2.16,2.05,17,0,1.97,1.93,1.99,1.93,2.76,3.93,2.45
E3,06/05/2017,Grimsby,Plymouth,1,1,D,1,0,H,R Joyce,8,13,6,8,17,14,5,6,4,1,0,0,4,3.75,1.95,3.75,3.6,1.91,3.6,3.35,1.9,3.7,3.5,1.9,3.9,3.68,2.01,4,3.5,1.91,3.7,3.75,2,41,4,3.72,3.75,3.51,2.01,1.94,40,1.91,1.83,2.05,1.94,19,0.5,1.95,1.88,2.02,1.96,3.73,3.73,2.05
E3,06/05/2017,Portsmouth,Cheltenham,6,1,H,1,0,H,C Sarginson,15,11,8,5,6,7,5,3,1,1,0,0,1.36,5,11,1.36,4.6,8.25,1.35,4.45,7.75,1.33,4.8,9,1.38,5.07,9.89,1.36,4.5,9.5,1.4,5,8.5,41,1.4,1.36,5.07,4.64,11,8.54,36,1.77,1.68,2.15,2.1,19,-1.25,1.88,1.83,2.07,2.01,1.36,5.21,10.22
E3,06/05/2017,Stevenage,Accrington,0,3,A,0,0,D,G Eltringham,8,17,5,5,19,9,5,7,2,2,0,0,1.83,3.75,4.75,1.8,3.7,4.1,1.75,3.45,4.05,1.8,3.5,4.2,1.83,3.78,4.65,1.83,3.6,4.2,1.85,3.75,4.4,41,1.85,1.8,3.78,3.59,4.75,4.29,40,1.97,1.87,1.97,1.88,19,-0.5,1.84,1.8,2.1,2.04,1.99,4.07,3.61
E3,06/05/2017,Wycombe,Cambridge,1,0,H,0,0,D,M Heywood,14,9,5,5,17,8,6,3,3,2,0,0,2.5,3.4,3,2.5,3.3,2.7,2.35,3.1,2.75,2.37,3.4,3,2.51,3.49,2.94,2.5,3.3,2.8,2.5,3.5,2.88,41,2.51,2.43,3.5,3.3,3,2.82,36,2.15,1.97,1.88,1.78,17,-0.25,2.15,2.1,1.8,1.75,2.43,3.58,2.99
